task,team,user,is_user_with_correct_submission,timestamp,elapsed_since_task_start_ms,correct_submission_time_ms,rank_video,rank_shot_margin_0,rank_shot_margin_5,category,type,value,additionals
vbs23-kis-v5,CVHunter,1,1,1673278598528,52287,52222.0,inf,inf,inf,SUBMIT,,?item=08144&frame=3231&session=node0ncp3v4rmms401wddfckpfb4w7912,"{""submission"":""CORRECT"" ""description"":""Submission correct!"" ""status"":true}"
vbs23-kis-v6,CVHunter,1,0,1673278898533,11424,67588.0,1255.0,2900.0,1435.0,TEXT,JointEmbedding,CLIP: paraglading in mountains,
vbs23-kis-v6,CVHunter,1,0,1673278900012,12903,67588.0,1255.0,2900.0,1435.0,TEXT,JointEmbedding,CLIP: paraglading in mountains,
vbs23-kis-v6,CVHunter,0,1,1673278902688,15579,67588.0,58.0,675.0,675.0,TEXT,JointEmbedding,CLIP: paraglider with a yellow parashoot,
vbs23-kis-v6,CVHunter,0,1,1673278904510,17401,67588.0,58.0,675.0,675.0,TEXT,JointEmbedding,CLIP: paraglider with a yellow parashoot,
vbs23-kis-v6,CVHunter,1,0,1673278909112,22003,67588.0,2871.0,7238.0,2984.0,TEXT,JointEmbedding,"CLIP: paraglading in mountains, sk",
vbs23-kis-v6,CVHunter,1,0,1673278910590,23481,67588.0,2871.0,7238.0,2984.0,TEXT,JointEmbedding,"CLIP: paraglading in mountains, sk",
vbs23-kis-v6,CVHunter,1,0,1673278914336,27227,67588.0,318.0,833.0,751.0,TEXT,JointEmbedding,"CLIP: paraglading in mountains, sky",
vbs23-kis-v6,CVHunter,1,0,1673278915616,28507,67588.0,318.0,833.0,751.0,TEXT,JointEmbedding,"CLIP: paraglading in mountains, sky",
vbs23-kis-v6,CVHunter,1,0,1673278920259,33150,67588.0,404.0,879.0,858.0,TEXT,JointEmbedding,"CLIP: paraglading in mountains, sky with clouds",
vbs23-kis-v6,CVHunter,0,1,1673278921525,34416,67588.0,10.0,151.0,151.0,IMAGE,feedbackModel,Bayes CLIP 6528:47381_6621:5747_3947:1004_9657:525_6251:8137_4830:7788_11417:12756_5517:1903_5229:4606_12175:5050_| group:1|15454:706_,
vbs23-kis-v6,CVHunter,1,0,1673278921976,34867,67588.0,404.0,879.0,858.0,TEXT,JointEmbedding,"CLIP: paraglading in mountains, sky with clouds",
vbs23-kis-v6,CVHunter,1,0,1673278932478,45369,67588.0,265.0,690.0,690.0,IMAGE,feedbackModel,Bayes CLIP 8281:4540_11750:7612_58:56512_12072:3746_7474:4368_7038:2210_3862:5800_10009:5928_7386:1862_10982:9006_| group:1|5814:4938_,
vbs23-kis-v6,CVHunter,0,1,1673278942996,55887,67588.0,inf,inf,inf,BROWSING,DetailWindowOpen,5229:1219,
vbs23-kis-v6,CVHunter,0,1,1673278954151,67042,67588.0,inf,inf,inf,BROWSING,DetailWindowClose,5229:1219,
vbs23-kis-v6,CVHunter,0,1,1673278954251,67142,67588.0,inf,inf,inf,SUBMIT,,?item=05228&frame=1056&session=node0mq1oq40r6jl01v9ijyl85bqtx1254,"{""submission"":""CORRECT"" ""description"":""Submission correct!"" ""status"":true}"
vbs23-kis-v-m1,CVHunter,0,0,1673270886256,11401,111373.0,182.0,380.0,182.0,TEXT,JointEmbedding,CLIP: shipwreck with fishes,
vbs23-kis-v-m1,CVHunter,0,0,1673270887189,12334,111373.0,182.0,380.0,182.0,TEXT,JointEmbedding,CLIP: shipwreck with fishes,
vbs23-kis-v-m1,CVHunter,1,1,1673270891132,16277,111373.0,280.0,inf,inf,TEXT,JointEmbedding,CLIP: wrackship with parrot fish,
vbs23-kis-v-m1,CVHunter,1,1,1673270892101,17246,111373.0,280.0,inf,inf,TEXT,JointEmbedding,CLIP: wrackship with parrot fish,
vbs23-kis-v-m1,CVHunter,0,0,1673270895995,21140,111373.0,inf,inf,inf,BROWSING,VideoDetailOpen,1168:7,
vbs23-kis-v-m1,CVHunter,0,0,1673270898568,23713,111373.0,inf,inf,inf,BROWSING,VideoDetailClose,1168:7,1673270887189.0
vbs23-kis-v-m1,CVHunter,0,0,1673270905635,30780,111373.0,inf,inf,inf,BROWSING,VideoDetailOpen,1165:1071,
vbs23-kis-v-m1,CVHunter,0,0,1673270908528,33673,111373.0,inf,inf,inf,BROWSING,VideoDetailClose,1165:1071,1673270887189.0
vbs23-kis-v-m1,CVHunter,1,1,1673270913945,39090,111373.0,253.0,1322.0,669.0,TEXT,JointEmbedding,CLIP: shipwreck with parrot fish,
vbs23-kis-v-m1,CVHunter,1,1,1673270915016,40161,111373.0,253.0,1322.0,669.0,TEXT,JointEmbedding,CLIP: shipwreck with parrot fish,
vbs23-kis-v-m1,CVHunter,0,0,1673270920628,45773,111373.0,204.0,496.0,204.0,TEXT,JointEmbedding,CLIP: shipwreck with white grey fish,
vbs23-kis-v-m1,CVHunter,1,1,1673270921011,46156,111373.0,inf,inf,inf,BROWSING,DetailWindowOpen,1235:1139,
vbs23-kis-v-m1,CVHunter,0,0,1673270921624,46769,111373.0,204.0,496.0,204.0,TEXT,JointEmbedding,CLIP: shipwreck with white grey fish,
vbs23-kis-v-m1,CVHunter,1,1,1673270930420,55565,111373.0,inf,inf,inf,BROWSING,DetailWindowClose,1235:1139,
vbs23-kis-v-m1,CVHunter,0,0,1673270933359,58504,111373.0,3054.0,3560.0,3560.0,IMAGE,feedbackModel,Bayes CLIP 1107:202_1161:337_1318:412_774:315_1109:592_1332:195_1167:67_29:135_260:187_309:1095_| group:1|1168:7_1149:15_,
vbs23-kis-v-m1,CVHunter,1,1,1673270934272,59417,111373.0,inf,inf,inf,BROWSING,VideoDetailOpen,1235:1139,
vbs23-kis-v-m1,CVHunter,1,1,1673270938315,63460,111373.0,inf,inf,inf,BROWSING,VideoDetailClose,1235:1139,1673270915016
vbs23-kis-v-m1,CVHunter,1,1,1673270941578,66723,111373.0,18.0,277.0,55.0,IMAGE,JointEmbedding,1235:1139 : rows=True,
vbs23-kis-v-m1,CVHunter,1,1,1673270946670,71815,111373.0,inf,inf,inf,BROWSING,DetailWindowOpen,1234:914,
vbs23-kis-v-m1,CVHunter,1,1,1673270952981,78126,111373.0,inf,inf,inf,BROWSING,DetailWindowClose,1234:914,
vbs23-kis-v-m1,CVHunter,1,1,1673270955490,80635,111373.0,inf,inf,inf,BROWSING,VideoDetailOpen,1234:914,
vbs23-kis-v-m1,CVHunter,1,1,1673270960871,86016,111373.0,inf,inf,inf,BROWSING,VideoDetailClose,1234:914,1673270941578
vbs23-kis-v-m1,CVHunter,1,1,1673270973207,98352,111373.0,1.0,10.0,10.0,IMAGE,JointEmbedding,1118:607 : rows=True,
vbs23-kis-v-m1,CVHunter,1,1,1673270976511,101656,111373.0,inf,inf,inf,BROWSING,TextSuggestionSelected,deep hydrothermal vent,
vbs23-kis-v-m1,CVHunter,1,1,1673270977721,102866,111373.0,inf,inf,inf,BROWSING,VideoDetailOpen,1118:427,
vbs23-kis-v-m1,CVHunter,1,1,1673270982051,107196,111373.0,inf,inf,inf,BROWSING,DetailWindowOpen,1118:112,
vbs23-kis-v-m1,CVHunter,1,1,1673270986155,111300,111373.0,inf,inf,inf,BROWSING,DetailWindowClose,1118:112,
vbs23-kis-v-m1,CVHunter,1,1,1673270986237,111382,111373.0,inf,inf,inf,SUBMIT,,?item=Tulamben1_Jun2022_0025&frame=180&session=node0qhz2c6y6svpqcrc8pk4udppt1231,"{""submission"":""CORRECT"" ""description"":""Submission correct!"" ""status"":true}"
vbs23-kis-v-m2,CVHunter,1,1,1673271260411,10049,82595.0,39.0,183.0,183.0,TEXT,JointEmbedding,CLIP: diver in red water,
vbs23-kis-v-m2,CVHunter,1,1,1673271261339,10977,82595.0,39.0,183.0,183.0,TEXT,JointEmbedding,CLIP: diver in red water,
vbs23-kis-v-m2,CVHunter,0,0,1673271267723,17361,82595.0,359.0,927.0,359.0,TEXT,JointEmbedding,CLIP: diver with bubbles on a rocks,
vbs23-kis-v-m2,CVHunter,0,0,1673271268696,18334,82595.0,359.0,927.0,359.0,TEXT,JointEmbedding,CLIP: diver with bubbles on a rocks,
vbs23-kis-v-m2,CVHunter,1,1,1673271270073,19711,82595.0,inf,inf,inf,BROWSING,DetailWindowOpen,234:7,
vbs23-kis-v-m2,CVHunter,1,1,1673271275670,25308,82595.0,inf,inf,inf,BROWSING,DetailWindowClose,234:7,
vbs23-kis-v-m2,CVHunter,0,0,1673271276549,26187,82595.0,110.0,818.0,180.0,IMAGE,feedbackModel,Bayes CLIP 370:142_370:435_1281:232_421:225_477:277_375:188_196:277_518:240_510:97_188:360_| group:1|237:1214_237:1371_,
vbs23-kis-v-m2,CVHunter,1,1,1673271277646,27284,82595.0,inf,inf,inf,BROWSING,DetailWindowOpen,234:37,
vbs23-kis-v-m2,CVHunter,1,1,1673271279555,29193,82595.0,inf,inf,inf,BROWSING,DetailWindowClose,234:37,
vbs23-kis-v-m2,CVHunter,1,1,1673271281853,31491,82595.0,inf,inf,inf,BROWSING,DetailWindowOpen,450:37,
vbs23-kis-v-m2,CVHunter,1,1,1673271284356,33994,82595.0,inf,inf,inf,BROWSING,DetailWindowClose,450:37,
vbs23-kis-v-m2,CVHunter,0,0,1673271287195,36833,82595.0,inf,inf,inf,BROWSING,DetailWindowOpen,491:127,
vbs23-kis-v-m2,CVHunter,0,0,1673271296128,45766,82595.0,inf,inf,inf,BROWSING,DetailWindowClose,491:127,
vbs23-kis-v-m2,CVHunter,1,1,1673271298858,48496,82595.0,13.0,32.0,32.0,IMAGE,feedbackModel,Bayes CLIP 516:1116_220:337_228:337_228:322_483:247_519:405_518:577_228:1109_519:390_526:375_| group:1|234:7_450:7_484:202_,
vbs23-kis-v-m2,CVHunter,0,0,1673271302899,52537,82595.0,inf,inf,inf,BROWSING,VideoDetailOpen,491:127,
vbs23-kis-v-m2,CVHunter,1,1,1673271310045,59683,82595.0,inf,inf,inf,BROWSING,DetailWindowOpen,522:809,
vbs23-kis-v-m2,CVHunter,0,0,1673271311996,61634,82595.0,inf,inf,inf,BROWSING,VideoDetailClose,491:127,1673271276549.0
vbs23-kis-v-m2,CVHunter,1,1,1673271315397,65035,82595.0,inf,inf,inf,BROWSING,DetailWindowClose,522:809,
vbs23-kis-v-m2,CVHunter,1,1,1673271317426,67064,82595.0,1.0,13.0,13.0,IMAGE,JointEmbedding,522:809 : rows=True,
vbs23-kis-v-m2,CVHunter,1,1,1673271323053,72691,82595.0,inf,inf,inf,BROWSING,DetailWindowOpen,522:809,
vbs23-kis-v-m2,CVHunter,0,0,1673271326312,75950,82595.0,55.0,55.0,55.0,TEXT,JointEmbedding,CLIP: diver with a rope,
vbs23-kis-v-m2,CVHunter,0,0,1673271327270,76908,82595.0,55.0,55.0,55.0,TEXT,JointEmbedding,CLIP: diver with a rope,
vbs23-kis-v-m2,CVHunter,1,1,1673271332870,82508,82595.0,inf,inf,inf,BROWSING,DetailWindowClose,522:809,
vbs23-kis-v-m2,CVHunter,1,1,1673271333006,82644,82595.0,inf,inf,inf,SUBMIT,,?item=Molokini_Jul2022_0077&frame=337&session=node0qhz2c6y6svpqcrc8pk4udppt1231,"{""submission"":""CORRECT"" ""description"":""Submission correct!"" ""status"":true}"
vbs23-kis-v-m3,CVHunter,0,0,1673271634995,11338,28304.0,214.0,630.0,214.0,TEXT,JointEmbedding,CLIP: murena fish with white corals,
vbs23-kis-v-m3,CVHunter,1,1,1673271635293,11636,28304.0,42.0,42.0,42.0,TEXT,JointEmbedding,CLIP: pointed krait,
vbs23-kis-v-m3,CVHunter,0,0,1673271635982,12325,28304.0,214.0,630.0,214.0,TEXT,JointEmbedding,CLIP: murena fish with white corals,
vbs23-kis-v-m3,CVHunter,1,1,1673271636430,12773,28304.0,42.0,42.0,42.0,TEXT,JointEmbedding,CLIP: pointed krait,
vbs23-kis-v-m3,CVHunter,1,1,1673271643824,20167,28304.0,1.0,1.0,1.0,IMAGE,JointEmbedding,661:375 : rows=True,
vbs23-kis-v-m3,CVHunter,0,0,1673271645933,22276,28304.0,inf,inf,inf,BROWSING,TextSuggestionSelected,green moray eel,
vbs23-kis-v-m3,CVHunter,1,1,1673271646194,22537,28304.0,inf,inf,inf,BROWSING,DetailWindowOpen,661:375,
vbs23-kis-v-m3,CVHunter,0,0,1673271648053,24396,28304.0,532.0,546.0,532.0,TEXT,JointEmbedding,CLIP: murena fish with white corals green moray eel,
vbs23-kis-v-m3,CVHunter,1,1,1673271651902,28245,28304.0,inf,inf,inf,BROWSING,DetailWindowClose,661:375,
vbs23-kis-v-m3,CVHunter,1,1,1673271651985,28328,28304.0,inf,inf,inf,SUBMIT,,?item=Oahu1_Jul2022_0008&frame=300&session=node0qhz2c6y6svpqcrc8pk4udppt1231,"{""submission"":""CORRECT"" ""description"":""Submission correct!"" ""status"":true}"
vbs23-kis-v-m4,CVHunter,1,0,1673272389783,16598,,3762.0,inf,inf,TEXT,JointEmbedding,CLIP: ocea bed with pillar corals and black fishes,
vbs23-kis-v-m4,CVHunter,0,0,1673272390121,16936,,5027.0,5027.0,5027.0,TEXT,JointEmbedding,CLIP: seabed with small corals and fish swarm,
vbs23-kis-v-m4,CVHunter,1,0,1673272390980,17795,,3762.0,inf,inf,TEXT,JointEmbedding,CLIP: ocea bed with pillar corals and black fishes,
vbs23-kis-v-m4,CVHunter,0,0,1673272391108,17923,,5027.0,5027.0,5027.0,TEXT,JointEmbedding,CLIP: seabed with small corals and fish swarm,
vbs23-kis-v-m4,CVHunter,0,0,1673272395998,22813,,inf,inf,inf,BROWSING,TextSuggestionSelected,smooth mounding coral,
vbs23-kis-v-m4,CVHunter,0,0,1673272397450,24265,,1780.0,2776.0,2776.0,TEXT,JointEmbedding,CLIP: seabed with small corals and fish swarm smooth mounding coral,
vbs23-kis-v-m4,CVHunter,0,0,1673272415653,42468,,272.0,490.0,490.0,IMAGE,feedbackModel,Bayes CLIP 1056:6511_485:1199_501:307_1054:1594_672:142_1057:2615_1002:802_964:187_1057:4660_685:637_| group:1|671:637_,
vbs23-kis-v-m4,CVHunter,1,0,1673272423530,50345,,inf,inf,inf,IMAGE,JointEmbedding,372:472 : rows=True,
vbs23-kis-v-m4,CVHunter,1,0,1673272428844,55659,,inf,inf,inf,IMAGE,JointEmbedding,380:660 : rows=True,
vbs23-kis-v-m4,CVHunter,1,0,1673272436378,63193,,inf,inf,inf,BROWSING,SimilarityDetailClose,372:472,1673272390980
vbs23-kis-v-m4,CVHunter,0,0,1673272438608,65423,,247.0,541.0,485.0,IMAGE,feedbackModel,Bayes CLIP 671:637_499:704_654:757_495:674_610:764_495:1431_630:592_654:682_641:472_642:817_| group:1|407:1371_668:45_,
vbs23-kis-v-m4,CVHunter,1,0,1673272442922,69737,,4436.0,inf,inf,TEXT,JointEmbedding,CLIP: ocea bed with pillar corals and black fishes in reddish water,
vbs23-kis-v-m4,CVHunter,1,0,1673272443955,70770,,4436.0,inf,inf,TEXT,JointEmbedding,CLIP: ocea bed with pillar corals and black fishes in reddish water,
vbs23-kis-v-m4,CVHunter,0,0,1673272446001,72816,,inf,inf,inf,BROWSING,DetailWindowOpen,668:45,
vbs23-kis-v-m4,CVHunter,0,0,1673272450283,77098,,inf,inf,inf,BROWSING,DetailWindowClose,668:45,
vbs23-kis-v-m4,CVHunter,0,0,1673272451255,78070,,inf,inf,inf,BROWSING,DetailWindowOpen,787:1349,
vbs23-kis-v-m4,CVHunter,0,0,1673272457071,83886,,inf,inf,inf,BROWSING,DetailWindowClose,787:1349,
vbs23-kis-v-m4,CVHunter,0,0,1673272463261,90076,,inf,inf,inf,BROWSING,DetailWindowOpen,407:1371,
vbs23-kis-v-m4,CVHunter,0,0,1673272465026,91841,,inf,inf,inf,BROWSING,DetailWindowClose,407:1371,
vbs23-kis-v-m4,CVHunter,1,0,1673272475453,102268,,1661.0,inf,inf,IMAGE,JointEmbedding,380:652 : rows=True,
vbs23-kis-v-m4,CVHunter,1,0,1673272478414,105229,,inf,inf,inf,BROWSING,SimilarityDetailClose,380:652,1673272443955
vbs23-kis-v-m4,CVHunter,1,0,1673272483377,110192,,2801.0,5403.0,3894.0,IMAGE,feedbackModel,Bayes CLIP 877:270_225:367_454:1341_877:225_380:45_378:862_1288:270_1054:1594_285:352_538:1011_| group:1|380:652_382:52_,
vbs23-kis-v-m4,CVHunter,0,0,1673272485324,112139,,inf,inf,inf,BROWSING,DetailWindowOpen,407:1274,
vbs23-kis-v-m4,CVHunter,0,0,1673272486954,113769,,inf,inf,inf,BROWSING,DetailWindowClose,407:1274,
vbs23-kis-v-m4,CVHunter,1,0,1673272499377,126192,,inf,inf,inf,BROWSING,DetailWindowOpen,381:150,
vbs23-kis-v-m4,CVHunter,1,0,1673272503339,130154,,inf,inf,inf,BROWSING,DetailWindowClose,381:150,
vbs23-kis-v-m4,CVHunter,1,0,1673272506457,133272,,inf,inf,inf,BROWSING,VideoDetailOpen,383:195,
vbs23-kis-v-m4,CVHunter,1,0,1673272509507,136322,,inf,inf,inf,BROWSING,VideoDetailClose,383:195,1673272483377
vbs23-kis-v-m4,CVHunter,0,0,1673272510454,137269,,454.0,1026.0,611.0,IMAGE,feedbackModel,Bayes CLIP 671:637_671:112_671:674_605:899_656:135_864:112_795:772_247:1379_408:450_611:60_| group:1|668:45_407:1274_403:390_,
vbs23-kis-v-m4,CVHunter,0,0,1673272514891,141706,,inf,inf,inf,BROWSING,DetailWindowOpen,668:45,
vbs23-kis-v-m4,CVHunter,0,0,1673272521242,148057,,inf,inf,inf,BROWSING,DetailWindowClose,668:45,
vbs23-kis-v-m4,CVHunter,1,0,1673272523607,150422,,inf,inf,inf,BROWSING,TextSuggestionSelected,pillar coral,
vbs23-kis-v-m4,CVHunter,1,0,1673272534620,161435,,1510.0,6060.0,4742.0,IMAGE,feedbackModel,Bayes CLIP 381:728_385:818_360:255_381:608_381:270_379:1710_380:645_383:270_106:922_381:495_| group:1|380:690_677:322_125:105_,
vbs23-kis-v-m4,CVHunter,0,0,1673272539597,166412,,inf,inf,inf,BROWSING,DetailWindowOpen,127:345,
vbs23-kis-v-m4,CVHunter,0,0,1673272547900,174715,,inf,inf,inf,BROWSING,DetailWindowClose,127:345,
vbs23-kis-v-m4,CVHunter,1,0,1673272555037,181852,,inf,inf,inf,BROWSING,TextSuggestionSelected,pillar coral,
vbs23-kis-v-m4,CVHunter,0,0,1673272557273,184088,,inf,inf,inf,BROWSING,DetailWindowOpen,143:1042,
vbs23-kis-v-m4,CVHunter,0,0,1673272560430,187245,,inf,inf,inf,BROWSING,DetailWindowClose,143:1042,
vbs23-kis-v-m4,CVHunter,1,0,1673272566272,193087,,1284.0,5478.0,3961.0,IMAGE,feedbackModel,Bayes CLIP 380:660_380:645_372:38_125:105_385:735_381:45_148:622_150:315_130:8_791:345_| group:1|685:112_791:292_383:292_638:150_,
vbs23-kis-v-m4,CVHunter,0,0,1673272571490,198305,,inf,inf,inf,BROWSING,DetailWindowOpen,381:210,
vbs23-kis-v-m4,CVHunter,0,0,1673272575937,202752,,inf,inf,inf,BROWSING,DetailWindowClose,381:210,
vbs23-kis-v-m4,CVHunter,0,0,1673272580557,207372,,inf,inf,inf,BROWSING,DetailWindowOpen,384:780,
vbs23-kis-v-m4,CVHunter,1,0,1673272580848,207663,,819.0,inf,1197.0,IMAGE,JointEmbedding,642:532 : rows=True,
vbs23-kis-v-m4,CVHunter,0,0,1673272584159,210974,,inf,inf,inf,BROWSING,DetailWindowClose,384:780,
vbs23-kis-v-m4,CVHunter,1,0,1673272601972,228787,,184.0,890.0,184.0,IMAGE,JointEmbedding,610:502 : rows=True,
vbs23-kis-v-m4,CVHunter,0,0,1673272614042,240857,,250.0,359.0,359.0,IMAGE,feedbackModel,Bayes CLIP 668:45_432:779_432:1139_791:435_407:1019_665:997_611:180_408:337_611:367_488:599_| group:1|384:780_909:112_,
vbs23-kis-v-m4,CVHunter,1,0,1673272628309,255124,,148.0,1764.0,928.0,IMAGE,JointEmbedding,639:554 : rows=True,
vbs23-kis-v-m4,CVHunter,0,0,1673272649800,276615,,inf,inf,inf,BROWSING,DetailWindowOpen,384:98,
vbs23-kis-v-m4,CVHunter,0,0,1673272656058,282873,,inf,inf,inf,BROWSING,DetailWindowClose,384:98,
vbs23-kis-v-m4,CVHunter,1,0,1673272656569,283384,,inf,inf,inf,BROWSING,DetailWindowOpen,592:997,
vbs23-kis-v-m4,CVHunter,1,0,1673272662118,288933,,inf,inf,inf,BROWSING,DetailWindowClose,592:997,
vbs23-kis-v-m4,CVHunter,1,0,1673272665824,292639,,inf,inf,inf,BROWSING,VideoDetailOpen,601:420,
vbs23-kis-v-m4,CVHunter,1,0,1673272670289,297104,,inf,inf,inf,BROWSING,DetailWindowOpen,601:142,
vbs23-kis-v-m4,CVHunter,1,0,1673272672143,298958,,inf,inf,inf,BROWSING,DetailWindowClose,601:142,
vbs23-kis-v-m5,CVHunter,0,1,1673272770698,17408,38507.0,5.0,5.0,5.0,TEXT,JointEmbedding,CLIP: diver on his back over turqois sand,
vbs23-kis-v-m5,CVHunter,0,1,1673272771697,18407,38507.0,5.0,5.0,5.0,TEXT,JointEmbedding,CLIP: diver on his back over turqois sand,
vbs23-kis-v-m5,CVHunter,1,0,1673272784485,31195,38507.0,1.0,1.0,1.0,TEXT,JointEmbedding,CLIP: diver with zellow fish shoes,
vbs23-kis-v-m5,CVHunter,0,1,1673272784789,31499,38507.0,1.0,1.0,1.0,IMAGE,feedbackModel,Bayes CLIP 386:232_235:584_835:3165_418:127_411:285_838:270_208:1573_387:368_790:202_773:217_| group:1|295:225_,
vbs23-kis-v-m5,CVHunter,1,0,1673272787905,34615,38507.0,inf,inf,inf,BROWSING,DetailWindowOpen,295:225,
vbs23-kis-v-m5,CVHunter,0,1,1673272791490,38200,38507.0,inf,inf,inf,SUBMIT,,?item=Lanai_Jul2022_0131&frame=225&session=node012hseq3p8lyhgudb45rgqzlm91232,"{""submission"":""CORRECT"" ""description"":""Submission correct!"" ""status"":true}"
vbs23-kis-v-m7,CVHunter,1,0,1673273131018,8650,14287.0,32.0,32.0,32.0,TEXT,JointEmbedding,CLIP: sea star in dark,
vbs23-kis-v-m7,CVHunter,0,1,1673273132614,10246,14287.0,9.0,9.0,9.0,TEXT,JointEmbedding,CLIP: yellow star in the cone of light,
vbs23-kis-v-m7,CVHunter,0,1,1673273133577,11209,14287.0,9.0,9.0,9.0,TEXT,JointEmbedding,CLIP: yellow star in the cone of light,
vbs23-kis-v-m7,CVHunter,1,0,1673273135536,13168,14287.0,inf,inf,inf,BROWSING,DetailWindowOpen,1351:187,
vbs23-kis-v-m7,CVHunter,0,1,1673273136330,13962,14287.0,inf,inf,inf,SUBMIT,,?item=Tulamben_Jun2022_0082&frame=187&session=node012hseq3p8lyhgudb45rgqzlm91232,"{""submission"":""CORRECT"" ""description"":""Submission correct!"" ""status"":true}"
